"age","workclass","fnlwgt","education","education-num","marital-status","occupation","relationship","race","sex","capital-gain","capital-loss","hours-per-week","native-country","income","age-bin","P (sex=Female)DT","P (sex=Male)DT","Prediction (sex)DT","P (sex=Female)LR","P (sex=Male)LR","Prediction (sex)LR"
17,"Private",79682,"10th",6,"Never-married","Priv-house-serv","Other-relative","White","Male",0,0,30,"United-States","<=50K","34 or less",0.2,0.8,"Male",0.947562482808444,0.052437517191555975,"Female"
17,"Private",277541,"11th",7,"Never-married","Sales","Own-child","White","Male",0,0,5,"United-States","<=50K","34 or less",0.0,1.0,"Male",0.6087444510180073,0.3912555489819928,"Female"
17,"Private",309504,"10th",6,"Never-married","Sales","Unmarried","White","Female",0,0,24,"United-States","<=50K","34 or less",0.8333333333333334,0.16666666666666666,"Female",0.767580898683932,0.23241910131606802,"Female"
17,"Private",141590,"11th",7,"Never-married","Priv-house-serv","Own-child","White","Female",0,0,12,"United-States","<=50K","34 or less",1.0,0.0,"Female",0.9640969354993638,0.03590306450063618,"Female"
18,"Private",226956,"HS-grad",9,"Never-married","Other-service","Own-child","White","Female",0,0,30,"United-States","<=50K","34 or less",1.0,0.0,"Female",0.5168297198900516,0.4831702801099485,"Female"
18,"Private",25828,"11th",7,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,16,"United-States","<=50K","34 or less",0.060240963855421686,0.9397590361445783,"Male",0.19618860389198842,0.8038113961080116,"Male"
18,"Private",183930,"HS-grad",9,"Never-married","Other-service","Own-child","White","Male",0,0,12,"United-States","<=50K","34 or less",0.375,0.625,"Male",0.6276133413091851,0.37238665869081483,"Female"
18,"Private",293227,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Female",0,0,45,"United-States","<=50K","34 or less",1.0,0.0,"Female",0.4394640316099902,0.5605359683900099,"Male"
18,"Private",177722,"HS-grad",9,"Never-married","Other-service","Own-child","White","Female",0,0,20,"United-States","<=50K","34 or less",0.375,0.625,"Male",0.5869906902214692,0.4130093097785308,"Female"
18,"Private",214617,"Some-college",10,"Never-married","Sales","Own-child","White","Male",0,0,16,"United-States","<=50K","34 or less",0.9411764705882353,0.058823529411764705,"Female",0.5873192702107735,0.4126807297892265,"Female"
18,"Private",346382,"11th",7,"Never-married","Prof-specialty","Own-child","White","Male",0,0,15,"United-States","<=50K","34 or less",0.0,1.0,"Male",0.5499082881335898,0.45009171186641017,"Female"
18,"Private",675421,"9th",5,"Never-married","Handlers-cleaners","Own-child","White","Male",594,0,40,"United-States","<=50K","34 or less",0.008849557522123894,0.9911504424778761,"Male",0.04336450146533593,0.9566354985346641,"Male"
18,"Private",343059,"Some-college",10,"Never-married","Sales","Own-child","White","Female",0,0,40,"United-States","<=50K","34 or less",0.0,1.0,"Male",0.4153231439050103,0.5846768560949896,"Male"
18,"Private",415520,"11th",7,"Never-married","Craft-repair","Own-child","White","Male",0,0,20,"United-States","<=50K","34 or less",0.02027027027027027,0.9797297297297297,"Male",0.08311516760616881,0.9168848323938311,"Male"
18,"Private",280298,"HS-grad",9,"Never-married","Sales","Own-child","White","Female",0,0,24,"United-States","<=50K","34 or less",0.0,1.0,"Male",0.519560989556871,0.48043901044312887,"Female"
18,"Private",130849,"Some-college",10,"Never-married","Sales","Own-child","White","Female",0,0,15,"United-States","<=50K","34 or less",0.0,1.0,"Male",0.6176798531258004,0.3823201468741995,"Female"
18,"Private",174732,"HS-grad",9,"Never-married","Other-service","Other-relative","Black","Male",0,0,36,"United-States","<=50K","34 or less",0.6,0.4,"Female",0.5992850404129986,0.4007149595870015,"Female"
18,"Private",104704,"HS-grad",9,"Never-married","Adm-clerical","Own-child","Black","Male",0,0,40,"United-States","<=50K","34 or less",0.9,0.1,"Female",0.7461668389786105,0.25383316102138953,"Female"
18,"Private",107277,"11th",7,"Never-married","Sales","Own-child","White","Female",0,0,20,"United-States","<=50K","34 or less",0.8947368421052632,0.10526315789473684,"Female",0.5792746180108381,0.42072538198916193,"Female"
18,"Private",437851,"Some-college",10,"Never-married","Prof-specialty","Own-child","White","Male",0,0,40,"United-States","<=50K","34 or less",0.25,0.75,"Male",0.4030504142412447,0.5969495857587552,"Male"
18,"Private",263024,"HS-grad",9,"Never-married","Sales","Own-child","White","Female",0,0,40,"United-States","<=50K","34 or less",0.0,1.0,"Male",0.43620982774650957,0.5637901722534904,"Male"
18,"Private",41794,"11th",7,"Never-married","Other-service","Own-child","White","Female",0,0,20,"United-States","<=50K","34 or less",1.0,0.0,"Female",0.6124586735021178,0.38754132649788225,"Female"
18,"Private",129010,"12th",8,"Never-married","Craft-repair","Own-child","White","Male",0,0,10,"United-States","<=50K","34 or less",0.060240963855421686,0.9397590361445783,"Male",0.10727383947164179,0.8927261605283582,"Male"
18,"Private",191117,"11th",7,"Never-married","Prof-specialty","Own-child","White","Male",0,0,25,"United-States","<=50K","34 or less",0.0,1.0,"Male",0.5427257158470894,0.4572742841529106,"Female"
18,"Private",120283,"12th",8,"Never-married","Sales","Own-child","White","Female",0,0,24,"United-States","<=50K","34 or less",0.3333333333333333,0.6666666666666666,"Male",0.47901458441724254,0.5209854155827575,"Male"
18,"Private",181712,"11th",7,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,12,"United-States","<=50K","34 or less",0.060240963855421686,0.9397590361445783,"Male",0.18009094146200522,0.8199090585379948,"Male"
18,"Never-worked",206359,"10th",6,"Never-married","Prof-specialty","Own-child","White","Male",0,0,40,"United-States","<=50K","34 or less",0.75,0.25,"Female",0.294575884090304,0.705424115909696,"Male"
18,"Private",201901,"11th",7,"Never-married","Sales","Own-child","White","Female",0,0,10,"United-States","<=50K","34 or less",0.0,1.0,"Male",0.6045490070493049,0.39545099295069513,"Female"
18,"Private",279288,"10th",6,"Never-married","Prof-specialty","Other-relative","White","Female",0,0,30,"United-States","<=50K","34 or less",1.0,0.0,"Female",0.46941293671039314,0.5305870632896068,"Male"
18,"Private",98667,"11th",7,"Never-married","Other-service","Own-child","White","Female",0,0,16,"United-States","<=50K","34 or less",0.8461538461538461,0.15384615384615385,"Female",0.616751257785253,0.38324874221474703,"Female"
18,"Private",79443,"11th",7,"Never-married","Other-service","Own-child","White","Male",0,0,8,"United-States","<=50K","34 or less",0.8461538461538461,0.15384615384615385,"Female",0.6632862452534108,0.3367137547465891,"Female"
18,"Private",128538,"Some-college",10,"Never-married","Prof-specialty","Own-child","White","Female",0,0,6,"United-States","<=50K","34 or less",0.8461538461538461,0.15384615384615385,"Female",0.6793101651143459,0.32068983488565406,"Female"
18,"Private",214617,"Some-college",10,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,30,"United-States","<=50K","34 or less",0.02027027027027027,0.9797297297297297,"Male",0.1324130650887021,0.8675869349112978,"Male"
18,"Private",202516,"HS-grad",9,"Never-married","Prof-specialty","Own-child","White","Female",0,0,35,"United-States","<=50K","34 or less",0.3333333333333333,0.6666666666666666,"Male",0.4994656178263454,0.5005343821736545,"Male"
18,"Private",120544,"9th",5,"Never-married","Other-service","Own-child","Black","Male",0,0,15,"United-States","<=50K","34 or less",0.0,1.0,"Male",0.6154238439997343,0.38457615600026573,"Female"
18,"Private",183315,"11th",7,"Never-married","Sales","Own-child","Black","Female",0,0,10,"United-States","<=50K","34 or less",1.0,0.0,"Female",0.6869941507494294,0.3130058492505706,"Female"
18,"Private",118847,"12th",8,"Never-married","Sales","Own-child","White","Female",0,0,20,"United-States","<=50K","34 or less",0.3333333333333333,0.6666666666666666,"Male",0.5017253154480125,0.49827468455198753,"Female"
18,"Private",423024,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Male",0,0,20,"United-States","<=50K","34 or less",0.8666666666666667,0.13333333333333333,"Female",0.5378155616167137,0.4621844383832863,"Female"
18,"Private",39222,"11th",7,"Never-married","Other-service","Own-child","White","Male",0,0,40,"United-States","<=50K","34 or less",1.0,0.0,"Female",0.5038419296463865,0.49615807035361353,"Female"
18,"Private",51255,"11th",7,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,15,"United-States","<=50K","34 or less",0.060240963855421686,0.9397590361445783,"Male",0.19470139211241727,0.8052986078875827,"Male"
18,"Private",256191,"HS-grad",9,"Never-married","Prof-specialty","Own-child","Black","Female",0,0,25,"United-States","<=50K","34 or less",0.0,1.0,"Male",0.6205960888783206,0.37940391112167937,"Female"
18,"Private",141918,"HS-grad",9,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,22,"United-States","<=50K","34 or less",0.05,0.95,"Male",0.16447512968128025,0.8355248703187197,"Male"
18,"Private",142751,"10th",6,"Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"United-States","<=50K","34 or less",0.028037383177570093,0.9719626168224299,"Male",0.10695460101469959,0.8930453989853003,"Male"
18,"Self-emp-inc",119422,"HS-grad",9,"Never-married","Other-service","Unmarried","Asian-Pac-Islander","Female",0,0,30,"India","<=50K","34 or less",0.9594594594594594,0.04054054054054054,"Female",0.2736476072153215,0.7263523927846786,"Male"
18,"Private",192409,"12th",8,"Never-married","Other-service","Own-child","White","Female",0,0,25,"United-States","<=50K","34 or less",0.0,1.0,"Male",0.46502231920195575,0.5349776807980442,"Male"
18,"Private",331511,"Some-college",10,"Never-married","Prof-specialty","Own-child","White","Male",0,0,30,"United-States","<=50K","34 or less",0.0,1.0,"Male",0.4906740460382076,0.5093259539617924,"Male"
18,"Private",243900,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Female",0,0,15,"United-States","<=50K","34 or less",0.9444444444444444,0.05555555555555555,"Female",0.7545407908943009,0.2454592091056991,"Female"
18,"Private",186909,"Some-college",10,"Never-married","Other-service","Own-child","White","Female",0,0,16,"United-States","<=50K","34 or less",0.625,0.375,"Female",0.6091197692059481,0.3908802307940519,"Female"
18,"State-gov",342852,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Male",0,0,40,"United-States","<=50K","34 or less",0.8333333333333334,0.16666666666666666,"Female",0.5795799896578482,0.4204200103421519,"Female"
18,"Self-emp-not-inc",379242,"Some-college",10,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,50,"United-States","<=50K","34 or less",0.2222222222222222,0.7777777777777778,"Male",0.22027250358033063,0.7797274964196693,"Male"
18,"Private",161063,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Male",0,0,40,"United-States","<=50K","34 or less",0.2,0.8,"Male",0.6613874360675513,0.3386125639324487,"Female"
18,"Private",256967,"10th",6,"Never-married","Sales","Other-relative","Black","Female",0,0,40,"United-States","<=50K","34 or less",0.3333333333333333,0.6666666666666666,"Male",0.4883835223031572,0.5116164776968428,"Male"
18,"Private",152641,"10th",6,"Never-married","Prof-specialty","Own-child","White","Male",0,0,40,"United-States","<=50K","34 or less",0.05263157894736842,0.9473684210526315,"Male",0.4372425560742461,0.5627574439257539,"Male"
18,"Private",36348,"Some-college",10,"Never-married","Prof-specialty","Own-child","White","Male",0,0,48,"United-States","<=50K","34 or less",0.6666666666666666,0.3333333333333333,"Female",0.4825333461386552,0.5174666538613449,"Male"
18,"Private",333611,"5th-6th",3,"Never-married","Other-service","Other-relative","White","Male",0,0,54,"Mexico","<=50K","34 or less",0.08333333333333333,0.9166666666666666,"Male",0.3144776042541968,0.6855223957458032,"Male"
18,"Private",171748,"Some-college",10,"Never-married","Prof-specialty","Own-child","Black","Female",0,0,24,"United-States","<=50K","34 or less",0.75,0.25,"Female",0.6534364821554142,0.3465635178445857,"Female"
18,"Private",270502,"11th",7,"Never-married","Exec-managerial","Own-child","White","Female",0,0,20,"United-States","<=50K","34 or less",0.3333333333333333,0.6666666666666666,"Male",0.5331524456427579,0.46684755435724207,"Female"
18,"Private",126021,"HS-grad",9,"Never-married","Craft-repair","Own-child","White","Female",0,0,20,"United-States","<=50K","34 or less",0.03125,0.96875,"Male",0.1217521576784165,0.8782478423215836,"Male"
18,"Private",184101,"Some-college",10,"Never-married","Prof-specialty","Own-child","White","Male",0,0,25,"United-States","<=50K","34 or less",0.8235294117647058,0.17647058823529413,"Female",0.5641531749236439,0.435846825076356,"Female"
18,"Private",318190,"11th",7,"Never-married","Other-service","Own-child","White","Male",0,0,15,"United-States","<=50K","34 or less",1.0,0.0,"Female",0.5557896297200785,0.44421037027992144,"Female"
18,"Private",198614,"11th",7,"Never-married","Sales","Own-child","Black","Female",0,0,8,"United-States","<=50K","34 or less",0.75,0.25,"Female",0.6924420034503743,0.3075579965496258,"Female"
18,"Private",395026,"11th",7,"Never-married","Other-service","Own-child","White","Male",0,0,12,"United-States","<=50K","34 or less",0.2,0.8,"Male",0.5486023720873535,0.4513976279126465,"Female"
18,"Private",400616,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Male",0,0,40,"United-States","<=50K","34 or less",0.9,0.1,"Female",0.5950690477131277,0.40493095228687226,"Female"
18,"Private",234648,"11th",7,"Never-married","Prof-specialty","Own-child","Black","Male",0,0,15,"United-States","<=50K","34 or less",0.09090909090909091,0.9090909090909091,"Male",0.6633361697106075,0.33666383028939256,"Female"
18,"Private",375515,"11th",7,"Never-married","Sales","Own-child","White","Female",0,0,20,"United-States","<=50K","34 or less",1.0,0.0,"Female",0.4962588091878976,0.5037411908121023,"Male"
18,"Private",151463,"11th",7,"Never-married","Prof-specialty","Other-relative","White","Male",0,0,7,"United-States","<=50K","34 or less",0.14285714285714285,0.8571428571428571,"Male",0.665282365865857,0.334717634134143,"Female"
18,"Private",192583,"Some-college",10,"Never-married","Sales","Not-in-family","White","Female",0,0,30,"United-States","<=50K","34 or less",1.0,0.0,"Female",0.5435623401950093,0.45643765980499074,"Female"
18,"Private",115839,"12th",8,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,30,"United-States","<=50K","34 or less",0.9411764705882353,0.058823529411764705,"Female",0.6666005006609682,0.33339949933903185,"Female"
18,"Private",267965,"11th",7,"Never-married","Sales","Not-in-family","White","Female",0,0,15,"United-States","<=50K","34 or less",1.0,0.0,"Female",0.5834088045543488,0.41659119544565104,"Female"
18,"Private",195981,"HS-grad",9,"Widowed","Prof-specialty","Own-child","White","Male",0,0,40,"United-States","<=50K","34 or less",0.9714285714285714,0.02857142857142857,"Female",0.8110660009540462,0.18893399904595365,"Female"
